,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
467,48282995,https://www.airbnb.com/rooms/48282995,20250625193454,2025-06-27,city scrape,The Modica Estates with Dave room A,"Another listing from the legendary Modica Estates! Co hosted by Jamal Modica, located in the heart of central square, close to MIT! close to Harvard! everything you need to be safe and comfy while your here. We have locks with pin code access for easier checking in and out, 50 inch big screen TVs in each bedroom, highspeed wifi,  queen sized memory foam beds, and pillows, high quality Office chairs and desks, with washer and dryer available and more.","The neighborhood is known as Area 4 of Cambridge, a small residential neighborhood in between Central Square, and Kendall/MIT. We are also just 1 train stop on the Red Line away from Harvard Square. We are in walking distance to everything you want and need, restaurants, shops, public transportation,  were only about 2 miles away from Fenway Park, and were even close to The TD Garden at North station, we are in the heart of Cambridge.",https://a0.muscache.com/pictures/c5d33cf7-bba6-46c0-8561-e35dfd4921ed.jpg,389667772,https://www.airbnb.com/users/show/389667772,David Sungeun,2021-02-22,"Cambridge, MA","I'm happy to be a part of this great community, thank you!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bb3fc6d4-388e-4229-9081-b2ad8baad9a1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bb3fc6d4-388e-4229-9081-b2ad8baad9a1.jpg?aki_policy=profile_x_medium,The Port,2.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.36482,-71.09912,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Heating"", ""First aid kit"", ""Coffee"", ""Iron"", ""Washer"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Stainless steel oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Gas stove"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Dryer"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",$87.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,12,32,44,214,2025-06-27,331,69,5,132,74,255,22185.0,2021-07-09,2025-06-19,4.84,4.9,4.67,4.95,4.89,4.87,4.75,STR-109785,t,2,0,2,0,6.85
468,48286373,https://www.airbnb.com/rooms/48286373,20250625193454,2025-06-27,city scrape,The Modica Estates  with Dave room B,"Another listing from The legendary Modica Estates! co hosted by Jamal Modica, and located an easy 5 minute walk from the Central Square train station. close to Harvard, even closer to MIT. Hard wood floors,  Memory foam queen size bed and pillows, 50 inch flat screen TV, with Comcast cable and highspeed WIFI, A space heater when its cold, and air conditioner when its hot.   Located in a 3 bedroom apartment, which shares a bathroom, kitchen, and living room with two other bedrooms.",,https://a0.muscache.com/pictures/3dea6a58-6107-4cfd-9b27-62b2e98f67cc.jpg,389667772,https://www.airbnb.com/users/show/389667772,David Sungeun,2021-02-22,"Cambridge, MA","I'm happy to be a part of this great community, thank you!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bb3fc6d4-388e-4229-9081-b2ad8baad9a1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bb3fc6d4-388e-4229-9081-b2ad8baad9a1.jpg?aki_policy=profile_x_medium,The Port,2.0,2.0,"['email', 'phone']",t,t,,The Port,,42.36457,-71.09875,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Heating"", ""Books and reading material"", ""Coffee maker"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Stainless steel oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Gas stove"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Dryer"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",$90.00,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,3,18,31,199,2025-06-27,313,65,3,117,93,255,22950.0,2021-07-14,2025-06-22,4.88,4.91,4.78,4.93,4.89,4.88,4.81,STR-109785,t,2,0,2,0,6.5
471,48606573,https://www.airbnb.com/rooms/48606573,20250625193454,2025-06-26,city scrape,(SQ) Large room with private bath in Harvard/MIT,"This private room is located in the heart of Cambridge in Central Square surrounded by lots of restaurants, bars and transportation. You will enjoy the privacy of your space with your personal fridge in this Victorian-era house. Entry to the unit is through the main floor with a passcode lock.","Central Square is truly the center of everything that's happening in Cambridge. Located right in between Harvard Square and Kendall Square (MIT), it's walking distance to both institutions and all the research centers in the area. I used to bike from Harvard to MIT when I was a student, a very pleasant 15 minute ride. Harvard Street is just two streets north of Massachusetts Avenue, which is the main street that connects these school and also directly leads to downtown. A simple search shows that there're more than twenty 4-Star+ coffee shops and countless 4-Star+ restaurants, you can walk to restaurants, coffee shops, grocery stores, universities, just about everywhere.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDg2MDY1NzM=/original/d5e36e51-36d2-47a0-9f72-2fbbceab382b.jpeg,45011296,https://www.airbnb.com/users/show/45011296,Lance,2015-09-24,"Cambridge, MA","A world traveler trapped inside a body of an entrepreneur who wants to make the world a better place to live. This career path gave me the freedom to control my time and hence I was able to travel internationally at least a few times a year, I've been to over 15 countries across four continents, the pace's just too slow. I love staying at Airbnb to get local tips, make new friends, and as a way for me to enrich my global experience without physically traveling there, I want to become a host as well. Boston is a tourist destination for many reasons, and in Cambridge, I meet many intelligent, fun, and creative people all around the world. I hope to be a host and local guide for those who visiting Cambridge and Boston. 

My No.1 recommendation of a Must-watch movie: ""Good Will Hunting"". If you are coming to Boston/Cambridge, please do watch that movie, it will add some color to your Boston experience. ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/User-45011296/original/2a77ba3e-bd39-403a-b70b-bebafb511fef.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-45011296/original/2a77ba3e-bd39-403a-b70b-bebafb511fef.jpeg?aki_policy=profile_x_medium,Mid-Cambridge,11.0,19.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Mid-Cambridge,,42.36979,-71.10409,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Heating"", ""Luggage dropoff allowed"", ""Private living room"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Shared patio or balcony"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Window AC unit"", ""Stove"", ""Dedicated workspace"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",$207.00,1,30,1.0,2.0,1125.0,1125.0,1.4,1125.0,,t,16,46,76,235,2025-06-26,52,10,0,165,19,60,12420.0,2021-04-06,2025-05-24,4.94,4.98,5.0,4.98,5.0,4.96,4.71,,t,10,0,10,0,1.01
490,49633481,https://www.airbnb.com/rooms/49633481,20250625193454,2025-06-27,city scrape,Private Bedroom walking distance to Porter Sq  e4,Our house is recently renovated and it has a huge living room and kitchen. The unit has central AC/ Heating.<br />Our house is next to Porter Sq ( 4 min walking 0.2 miles.)<br />Our house has multiple rooms but you will have a private room. The unit has 3 shared baths. Laundry is at 3rd Floor bathroom.<br /><br />The jacuzzi in the downstairs bathroom is out of service and not part of the amenities. Harvard University is 0.7 miles away 14 minutes walking 5 minutes by car.,,https://a0.muscache.com/pictures/19a3084b-b06f-4030-a8e2-086320ce0807.jpg,400330361,https://www.airbnb.com/users/show/400330361,Ela,2021-05-06,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/aafc4522-3856-47e3-aa0d-a10408c98dba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aafc4522-3856-47e3-aa0d-a10408c98dba.jpg?aki_policy=profile_x_medium,Neighborhood Nine,4.0,4.0,"['email', 'phone']",t,t,,Neighborhood Nine,,42.38625,-71.12293,Private room in rental unit,Private room,4,3.0,3 shared baths,1.0,2.0,"[""Heating"", ""Conditioner"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",$85.00,30,1125,5.0,30.0,1125.0,1125.0,29.8,1125.0,,t,4,34,64,339,2025-06-27,126,6,0,162,4,255,21675.0,2021-06-04,2025-05-10,4.79,4.84,4.77,4.94,4.84,4.94,4.71,,t,4,0,4,0,2.55
493,49714855,https://www.airbnb.com/rooms/49714855,20250625193454,2025-06-27,city scrape,MIT/Kendall Lux 3BR Apartment,"This spacious 3-bed apt sleeps up to 8. All three bedrooms have a queen-size bed and feature comfortable mattresses, soft linens, and plenty of closet space. It includes a fully equipped kitchen with modern appliances, and the dining area has a large table that seats up to six people.<br /><br />The apartment is situated in the heart of Cambridge, close to many of the city's top attractions, universities, and restaurants. Public transportation is easily accessible, with several bus and train stops nearby.","Cambridge is a city known for its world-renowned universities, cultural diversity, and eclectic dining and shopping options. Whether you're a student, a business traveler, or a tourist looking for a unique and authentic experience, Cambridge has something for everyone.<br /><br />Just steps from the apartment, you'll find a variety of restaurants, cafes, and bars offering delicious cuisine from around the world. From traditional New England seafood to international delicacies, there's no shortage of dining options to explore.<br /><br />Cambridge is also home to many of the world's top universities, including Harvard University and the Massachusetts Institute of Technology (MIT). Take a stroll through the picturesque Harvard Yard or visit the MIT Museum to learn about the city's rich academic history.<br /><br />For those looking for outdoor activities, Cambridge has several parks and nature reserves to explore. The Charles River Esplanade offers scenic views of the city skyline and is",https://a0.muscache.com/pictures/078d967b-4f34-4af5-a672-cd20d0cca5b6.jpg,132089155,https://www.airbnb.com/users/show/132089155,Marisa,2017-05-26,,"I work as an engineer at a tech company. In my free time I love spending time outdoors climbing, hiking, and biking.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a57697ab-f8ad-40d9-85c5-af3d4ef03c9c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a57697ab-f8ad-40d9-85c5-af3d4ef03c9c.jpg?aki_policy=profile_x_medium,The Port,1.0,8.0,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.36752,-71.09641,Entire rental unit,Entire home/apt,8,2.0,2 baths,3.0,4.0,"[""Central air conditioning"", ""Heating"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Iron"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Free washer \u2013 In unit"", ""Smart lock"", ""Exterior security cameras on property"", ""Hangers"", ""48 inch HDTV with Roku"", ""Hot water kettle"", ""Cooking basics"", ""Crib"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$391.00,30,180,2.0,30.0,1125.0,1125.0,25.2,1125.0,,t,20,28,34,191,2025-06-27,64,19,1,109,26,255,99705.0,2021-06-22,2025-06-01,4.89,4.92,4.89,4.95,4.92,4.88,4.56,STR-114462,t,1,1,0,0,1.31
494,49750350,https://www.airbnb.com/rooms/49750350,20250625193454,2025-06-27,city scrape,Bedroom with private bath next to Porter SQ e3,Our house is recently renovated and it has a huge living room and kitchen. The unit has central AC/ Heating.<br />Our house is next to Porter Sq ( 4 min walking 0.2 miles.)<br />Our house has multiple rooms but you will have a private room. The unit has 3 shared baths. Laundry is at 3rd Floor bathroom.<br /><br />The jacuzzi in the downstairs bathroom is out of service and not part of the amenities.  Harvard University is 0.7 miles away 14 minutes walking 5 minutes by car.,,https://a0.muscache.com/pictures/04fd89db-6f9f-444a-bcee-b30054dbee2c.jpg,400330361,https://www.airbnb.com/users/show/400330361,Ela,2021-05-06,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/aafc4522-3856-47e3-aa0d-a10408c98dba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aafc4522-3856-47e3-aa0d-a10408c98dba.jpg?aki_policy=profile_x_medium,Neighborhood Nine,4.0,4.0,"['email', 'phone']",t,t,,Neighborhood Nine,,42.38453,-71.12056,Private room in rental unit,Private room,4,4.0,4 shared baths,1.0,2.0,"[""Heating"", ""Conditioner"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",$105.00,30,1125,10.0,30.0,1125.0,1125.0,29.4,1125.0,,t,8,28,57,332,2025-06-27,157,3,0,155,2,180,18900.0,2021-06-05,2025-05-22,4.78,4.82,4.76,4.95,4.76,4.95,4.76,,t,4,0,4,0,3.17
495,49750659,https://www.airbnb.com/rooms/49750659,20250625193454,2025-06-26,city scrape,Private Bedroom with Piano next to Porter SQ d2,Our house is recently renovated and it has a huge living room and kitchen. The unit has central AC/ Heating.<br />Our house is next to Porter Sq ( 4 min walking 0.2 miles.)<br />Our house has multiple rooms but you will have a private room. The unit has 3 shared baths. Laundry is at 3rd Floor bathroom.<br /><br />The jacuzzi in the downstairs bathroom is out of service and not part of the amenities.  Harvard University is 0.7 miles away 14 minutes walking 5 minutes by car.,,https://a0.muscache.com/pictures/0f065f80-d486-4e9e-974a-d106b745b82d.jpg,400330361,https://www.airbnb.com/users/show/400330361,Ela,2021-05-06,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/aafc4522-3856-47e3-aa0d-a10408c98dba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aafc4522-3856-47e3-aa0d-a10408c98dba.jpg?aki_policy=profile_x_medium,Neighborhood Nine,4.0,4.0,"['email', 'phone']",t,t,,North Cambridge,,42.38878,-71.11967,Private room in rental unit,Private room,4,3.0,3 shared baths,1.0,2.0,"[""Heating"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Piano"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",$75.00,30,1125,1.0,30.0,1125.0,1125.0,29.4,1125.0,,t,3,33,63,338,2025-06-26,136,6,0,162,2,255,19125.0,2021-06-03,2025-05-14,4.72,4.85,4.74,4.94,4.88,4.9,4.7,,t,4,0,4,0,2.75
500,50118419,https://www.airbnb.com/rooms/50118419,20250625193454,2025-06-26,city scrape,"800sq ft, 2BR Apartment w/ AC, Laundry, Parking","800 square foot (75 square meter) solar powered, garden level, 2-bedroom apartment in Cambridge with private entrance, central air/heat, walk-in shower, full-size washer and dryer, kitchen, and two smart TVs with apps.<br /><br />We offer free off-street parking for 1 car and are in walking distance to Davis Square (red-line subway station, restaurants, bars, shops, bowling, and theater).<br /><br />The owners live upstairs and are happy to answer any questions during your stay.","The location is great for easy access to Harvard and Tufts universities and only 5 subway stops to downtown Boston (a 13 minute ride). Massachusetts Avenue is a block away with numerous restaurants and markets.<br /><br />Davis Square is a 10 minute walk away and packed with restaurants, shops, cafes, bars, clubs, a theater, bowling alley, and supermarket.<br /><br />The surrounding streets are primarily residential so it's typically very quiet at night for a city. However, we're still just one block away from tons of amenities.",https://a0.muscache.com/pictures/miso/Hosting-50118419/original/5588639d-a0d5-40d9-8105-44acd827a490.jpeg,3917069,https://www.airbnb.com/users/show/3917069,Karl,2012-10-19,"Cambridge, MA","We are a gay couple in our 50's splitting our time between Cambridge, Massachusetts, (Davis Square area) and our summer houses in Provincetown, MA, and near Ogunquit, ME. We rent out all three properties if you're interested in any of our listings

Our interests include travel, architecture, wine, board games and cards games, and dinners out with friends.

We lived in Tokyo, Japan, for two years and that's where we got our start using AirBnB - as hosts and guests. We've also lived in various parts of the United States; including Boston, Cape Cod, and Salem (MA), Roanoke (VA), plus San Francisco and Irvine (CA).",within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/afd762c9-3811-4fc2-903d-e219ad046ec2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/afd762c9-3811-4fc2-903d-e219ad046ec2.jpg?aki_policy=profile_x_medium,North Cambridge,3.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,North Cambridge,,42.394745,-71.130684,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Central air conditioning"", ""Luggage dropoff allowed"", ""BBQ grill: gas"", ""Laundromat nearby"", ""Conditioner"", ""55 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Free dryer \u2013 In unit"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Blender"", ""Shared patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Bidet"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor dining area"", ""Hangers"", ""Ceiling fan"", ""Induction stove"", ""Free parking on premises"", ""Cooking basics"", ""Toaster"", ""Barbecue utensils"", ""Outdoor furniture"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",$299.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,8,20,36,285,2025-06-26,133,41,5,117,45,246,73554.0,2022-03-18,2025-06-20,4.97,4.99,5.0,5.0,5.0,4.98,4.92,STR-213923,f,1,1,0,0,3.33
508,50631125,https://www.airbnb.com/rooms/50631125,20250625193454,2025-06-27,city scrape,Kendall/MIT Townhouse with 1 Parking,"This is a townhouse with 2 bedrooms, 1 small room, a living room, a dining room, a kitchen, 1.5 bathrooms, one parking and patio. The townhouse is located in a quiet neighborhood. It is in working distance to MIT, Kendall Square, Greenline T, and Redline T.<br /><br />(Registered with the City of Cambridge)","This is a quiet residential community. It is 14min walk to Lechmere Greenline T station, 20min walk to Kendall Redline T station, 22min walk to Central Square Reline T station, 11min walk to MIT, 23min walk to Museum of Science, and 30min walk to Harvard.",https://a0.muscache.com/pictures/miso/Hosting-50631125/original/d081d2da-a0b0-44eb-a2b0-ebdad0229d7f.jpeg,409075924,https://www.airbnb.com/users/show/409075924,Lan,2021-06-25,,"I am Rachel. I have lived and worked in Cambridge for 11 years. When my parents visit us, they live in the unit. People come to Cambridge for university tour, graduation ceremony, study, work, Marathon,...   I share the unit when my parents are not here.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/76c75565-0702-472e-b56c-cc5cbcf92d00.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/76c75565-0702-472e-b56c-cc5cbcf92d00.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Wellington-Harrington,,42.36972,-71.08997,Entire townhouse,Entire home/apt,5,1.5,1.5 baths,3.0,4.0,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Safe"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage"", ""Ethernet connection"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Blender"", ""Free street parking"", ""Self check-in"", ""Rice maker"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Smart lock"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Hangers"", ""Free parking on premises"", ""Hot water kettle"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""TV"", ""Wifi""]",$239.00,2,28,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,4,11,22,258,2025-06-27,218,44,1,85,54,255,60945.0,2021-07-02,2025-06-05,4.81,4.82,4.88,4.95,4.96,4.88,4.71,STR- 119565,t,1,1,0,0,4.49
513,51625412,https://www.airbnb.com/rooms/51625412,20250625193454,2025-06-27,city scrape,Deluxe Queen at Ginkgo House,"This sun-filled large bedroom is situated on the second floor our large Victorian-style house. It has four large windows with ample natural light and a view of our lovely ginkgo trees in the front. The room has one queen bed, and two twin beds for a perfect family stay up to four people, two adults and two children. This centrally situated house is only 7 minute walk from the red line subway station, 10 minute walk to Harvard, and a WholeFoods within 5 minute walk.","Central Square is truly the center of everything that's happening in Cambridge. Located right in between Harvard Square and Kendall Square (MIT), it's walking distance to both institutions and all the research centers in the area. I used to bike from Harvard to MIT when I was a student, a very pleasant 15 minute ride. Harvard Street is just two streets north of Massachusetts Avenue, which is the main street that connects these school and also directly leads to downtown. A simple search shows that there're more than twenty 4-Star+ coffee shops and countless 4-Star+ restaurants, you can walk to restaurants, coffee shops, grocery stores, universities, just about everywhere.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTE2MjU0MTI=/original/0e5fb17e-cc49-478f-a03c-8cee487d97d8.jpeg,45011296,https://www.airbnb.com/users/show/45011296,Lance,2015-09-24,"Cambridge, MA","A world traveler trapped inside a body of an entrepreneur who wants to make the world a better place to live. This career path gave me the freedom to control my time and hence I was able to travel internationally at least a few times a year, I've been to over 15 countries across four continents, the pace's just too slow. I love staying at Airbnb to get local tips, make new friends, and as a way for me to enrich my global experience without physically traveling there, I want to become a host as well. Boston is a tourist destination for many reasons, and in Cambridge, I meet many intelligent, fun, and creative people all around the world. I hope to be a host and local guide for those who visiting Cambridge and Boston. 

My No.1 recommendation of a Must-watch movie: ""Good Will Hunting"". If you are coming to Boston/Cambridge, please do watch that movie, it will add some color to your Boston experience. ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/User-45011296/original/2a77ba3e-bd39-403a-b70b-bebafb511fef.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-45011296/original/2a77ba3e-bd39-403a-b70b-bebafb511fef.jpeg?aki_policy=profile_x_medium,Mid-Cambridge,11.0,19.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Mid-Cambridge,,42.36981,-71.10594,Room in boutique hotel,Private room,4,1.0,1 private bath,1.0,3.0,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",$264.00,1,30,1.0,3.0,1125.0,1125.0,1.4,1125.0,,t,25,55,82,233,2025-06-27,42,10,2,175,15,60,15840.0,2021-08-31,2025-06-08,5.0,4.83,4.95,5.0,5.0,4.95,4.6,,t,10,0,10,0,0.9
